node1,node2
Occipital Mid R.8,Cuneus L.1
Occipital Mid R.8,Calcarine L.4
Occipital Mid R.8,Occipital Mid L.8
Occipital Mid R.8,Precuneus L.10
Occipital Mid R.8,Angular R.1
Occipital Mid R.8,Occipital Mid R.4
Occipital Mid R.8,Temporal Mid R.5
Occipital Mid R.8,Occipital Mid R.5
Occipital Mid R.8,Occipital Mid R.6
Occipital Mid R.8,Precuneus R.6
Occipital Mid R.8,Temporal Mid R.11
Occipital Mid R.8,Occipital Sup R.7
Occipital Mid R.8,Temporal Mid R.13
Occipital Mid R.8,Angular R.5
Occipital Mid R.8,Calcarine R.6
Occipital Mid R.8,Precuneus R.8
Occipital Sup R.7,Calcarine L.1
Occipital Sup R.7,Calcarine L.4
Occipital Sup R.7,Occipital Mid L.9
Occipital Sup R.7,Calcarine R.1
Occipital Sup R.7,Lingual R.1
Occipital Sup R.7,Temporal Mid R.3
Occipital Sup R.7,Occipital Mid R.3
Occipital Sup R.7,Lingual R.6
Occipital Sup R.7,Occipital Mid R.5
Occipital Sup R.7,Temporal Mid R.13
Occipital Sup R.7,Calcarine R.6
Parietal Sup L.2,Precuneus L.1
Parietal Sup L.2,Precuneus L.2
Parietal Sup L.2,Parietal Inf L.7
Parietal Sup L.2,Parietal Sup L.9
Parietal Sup L.2,Parietal Sup R.2
Parietal Sup L.2,Parietal Sup R.3
Parietal Sup L.2,Angular R.3
Parietal Sup L.2,Occipital Sup R.8
Precuneus L.1,Precuneus L.2
Precuneus L.1,Precuneus L.4
Precuneus L.1,Parietal Sup L.9
Precuneus L.1,Parietal Sup R.2
Precuneus L.1,Parietal Sup R.3
Precuneus L.1,Parietal Sup R.4
Precuneus L.1,Parietal Sup R.6
Precuneus L.1,Occipital Sup R.8
Precuneus L.2,Postcentral L.10
Precuneus L.2,Parietal Sup L.9
Precuneus L.2,Parietal Sup R.2
Precuneus L.2,Parietal Sup R.3
Precuneus L.2,Parietal Sup R.4
Precuneus L.2,Parietal Sup R.5
Precuneus L.2,Occipital Sup R.8
Parietal Inf L.7,Parietal Inf L.4
Parietal Inf L.7,Parietal Sup L.9
Parietal Inf L.7,Angular R.3
Parietal Sup L.9,Angular L.1
Parietal Sup L.9,Occipital Mid L.6
Parietal Sup L.9,Precuneus L.4
Parietal Sup L.9,Angular R.2
Parietal Sup L.9,Occipital Mid R.4
Parietal Sup L.9,Angular R.3
Parietal Sup L.9,Parietal Sup R.6
Parietal Sup L.9,Occipital Sup R.8
Parietal Sup R.2,Precuneus L.4
Parietal Sup R.2,Parietal Sup R.3
Parietal Sup R.2,Precuneus R.4
Parietal Sup R.2,Parietal Sup R.6
Parietal Sup R.2,Occipital Sup R.8
Parietal Sup R.3,Parietal Sup R.4
Parietal Sup R.3,Parietal Sup R.5
Parietal Sup R.3,Angular R.3
Parietal Sup R.3,Parietal Inf R.5
Parietal Sup R.3,Parietal Sup R.6
Parietal Sup R.3,Frontal Mid R.12
Parietal Sup R.3,Occipital Sup R.8
Angular R.3,Parietal Inf R.2
Angular R.3,Occipital Mid R.4
Angular R.3,Parietal Sup R.6
Angular R.3,Occipital Sup R.8
Occipital Sup R.8,Parietal Sup R.5
Occipital Sup R.8,Occipital Mid R.4
Occipital Sup R.8,Parietal Sup R.6
Occipital Sup R.8,Occipital Mid R.5
SupraMarginal R.1,SupraMarginal R.2
SupraMarginal R.1,Parietal Inf R.3
SupraMarginal R.1,Angular R.2
SupraMarginal R.1,Frontal Mid R.5
SupraMarginal R.1,SupraMarginal R.4
SupraMarginal R.1,SupraMarginal R.6
SupraMarginal R.1,Frontal Mid R.17
Temporal Mid L.1,Temporal Inf L.2
Temporal Mid L.1,Temporal Mid L.2
Temporal Mid L.1,Temporal Inf L.4
Temporal Mid L.1,Temporal Mid L.8
Temporal Mid L.1,Temporal Mid L.11
Temporal Mid L.1,Temporal Mid R.2
Temporal Mid L.1,Temporal Mid R.9
Temporal Inf L.2,Temporal Mid L.2
Temporal Inf L.2,Temporal Inf L.4
Temporal Inf L.2,Temporal Inf L.5
Temporal Inf L.2,Temporal Inf L.7
Temporal Inf L.2,Temporal Mid L.6
Temporal Inf L.2,Temporal Mid L.8
Temporal Inf L.2,Temporal Mid L.11
Temporal Inf L.2,Temporal Inf L.12
Temporal Inf L.2,Temporal Inf R.1
Temporal Inf L.2,Temporal Mid R.2
Temporal Mid L.2,Temporal Inf L.4
Temporal Mid L.2,Temporal Inf L.5
Temporal Mid L.2,Temporal Inf L.7
Temporal Mid L.2,Temporal Mid L.6
Temporal Mid L.2,Temporal Mid L.8
Temporal Mid L.2,Temporal Inf L.10
Temporal Mid L.2,Temporal Mid R.2
Temporal Mid L.2,Temporal Inf R.4
Temporal Mid L.2,Temporal Mid R.4
Temporal Mid L.2,Temporal Mid R.7
Temporal Inf L.4,Temporal Inf L.7
Temporal Inf L.4,Temporal Inf L.9
Temporal Inf L.4,Temporal Mid L.11
Temporal Inf L.4,Temporal Inf L.12
Temporal Inf L.4,Temporal Inf R.1
Temporal Inf L.4,Temporal Inf R.3
Temporal Inf L.4,Temporal Inf R.5
Temporal Inf L.4,Temporal Inf R.11
Temporal Mid L.8,Temporal Mid L.6
Temporal Mid L.8,Temporal Mid R.2
Temporal Mid L.8,Temporal Mid R.4
Temporal Mid L.8,Temporal Mid R.9
Temporal Mid L.11,Temporal Mid L.5
Temporal Mid L.11,Temporal Inf L.12
Temporal Mid L.11,Temporal Mid R.1
Temporal Mid L.11,Temporal Inf R.1
Temporal Mid L.11,Temporal Inf R.10
Temporal Mid L.11,Temporal Inf R.11
Temporal Mid R.2,Temporal Mid L.6
Temporal Mid R.2,Temporal Mid R.1
Temporal Mid R.2,Temporal Inf R.1
Temporal Mid R.2,Temporal Inf R.3
Temporal Mid R.2,Temporal Inf R.4
Temporal Mid R.2,Temporal Inf R.5
Temporal Mid R.2,Temporal Mid R.4
Temporal Mid R.2,Temporal Inf R.6
Temporal Mid R.2,Temporal Mid R.7
Temporal Mid R.2,Temporal Mid R.9
Temporal Mid R.2,Temporal Inf R.8
Temporal Mid R.2,Temporal Inf R.9
Temporal Mid R.2,Temporal Mid R.12
Temporal Mid R.2,Temporal Mid R.15
Temporal Mid R.9,Temporal Mid R.1
Temporal Mid R.9,Temporal Inf R.1
Temporal Mid R.9,Temporal Mid R.4
Temporal Mid R.9,Temporal Mid R.7
Temporal Mid R.9,Temporal Mid R.10
Temporal Mid R.9,Temporal Mid R.15
Putamen L.2,Putamen L.3
Putamen L.3,Frontal Inf Tri L.4
Postcentral L.10,Precentral L.4
Postcentral L.10,Postcentral R.2
Postcentral L.10,Precentral R.2
Postcentral L.10,Parietal Sup R.5
Postcentral L.10,Parietal Inf R.5
Precentral L.4,Precentral L.8
Precentral L.4,Precentral L.12
Precentral L.4,Precentral R.2
Precentral L.4,Precentral R.4
Supp Motor Area L.6,Cingulum Mid L.3
Supp Motor Area L.6,Paracentral Lobule L.3
Supp Motor Area L.6,Precuneus L.7
Supp Motor Area L.6,Precentral L.8
Supp Motor Area L.6,Paracentral Lobule R.1
Supp Motor Area L.6,Frontal Sup R.9
Precuneus L.7,Precuneus L.3
Precuneus L.7,Paracentral Lobule L.3
Precuneus L.7,Parietal Sup R.4
Precuneus L.7,Paracentral Lobule R.1
Precuneus L.7,Precentral R.5
Precuneus L.7,Frontal Sup R.9
Postcentral R.2,Precentral R.2
Postcentral R.2,Parietal Inf R.5
Postcentral R.2,Precentral R.4
Postcentral R.2,Paracentral Lobule R.1
Postcentral R.2,Precentral R.11
Postcentral R.2,Precentral R.12
Precentral R.2,Parietal Inf R.5
Precentral R.2,Precentral R.4
Precentral R.2,Paracentral Lobule R.1
Precentral R.2,Frontal Sup R.9
Precentral R.2,Precentral R.11
Precentral R.2,Precentral R.12
Precentral R.12,Precentral R.4
Precentral R.12,Frontal Sup R.9
Precentral R.12,Precentral R.11
Precentral R.12,Precentral R.13
Angular L.1,Occipital Mid L.6
Angular L.1,Occipital Mid L.8
Angular L.1,Precuneus L.9
Angular L.1,Precuneus L.10
Angular L.1,Angular R.1
Angular L.1,Parietal Inf R.3
Angular L.1,Angular R.2
Occipital Mid L.6,Cuneus L.1
Occipital Mid L.6,Occipital Mid L.8
Occipital Mid L.6,Precuneus L.9
Occipital Mid L.6,Precuneus L.10
Occipital Mid L.6,Angular R.1
Occipital Mid L.6,Angular R.2
Occipital Mid L.6,Occipital Mid R.4
Occipital Mid L.6,Angular R.5
Occipital Mid L.6,Precuneus R.7
Occipital Mid L.6,Precuneus R.8
Occipital Mid L.8,Cuneus L.1
Occipital Mid L.8,Precuneus L.9
Occipital Mid L.8,Precuneus L.10
Occipital Mid L.8,Angular R.1
Occipital Mid L.8,Occipital Mid R.4
Occipital Mid L.8,Occipital Mid R.6
Occipital Mid L.8,Angular R.5
Occipital Mid L.8,Precuneus R.8
Precuneus L.9,Precuneus L.4
Precuneus L.9,Cingulum Mid L.7
Precuneus L.9,Precuneus L.10
Precuneus L.9,Angular R.1
Precuneus L.9,Parietal Inf R.3
Precuneus L.9,Angular R.2
Precuneus L.9,Cingulum Mid R.7
Precuneus L.9,Angular R.5
Precuneus L.9,Precuneus R.7
Precuneus L.9,Precuneus R.8
Precuneus L.10,Cuneus L.1
Precuneus L.10,Cingulum Post L.1
Precuneus L.10,Calcarine L.4
Precuneus L.10,Occipital Sup L.7
Precuneus L.10,Cingulum Mid L.7
Precuneus L.10,Angular R.1
Precuneus L.10,Precuneus R.2
Precuneus L.10,Occipital Mid R.4
Precuneus L.10,Precuneus R.6
Precuneus L.10,Cingulum Mid R.7
Precuneus L.10,Precuneus R.8
Angular R.1,Parietal Inf R.3
Angular R.1,Angular R.2
Angular R.1,Occipital Mid R.4
Angular R.1,Precuneus R.4
Angular R.1,Occipital Mid R.6
Angular R.1,Cingulum Mid R.7
Angular R.1,Angular R.5
Angular R.1,Precuneus R.7
Angular R.1,Precuneus R.8
Parietal Inf R.3,Angular R.2
Parietal Inf R.3,Parietal Sup R.6
Parietal Inf R.3,Angular R.5
Parietal Inf R.3,Precuneus R.7
Angular R.2,Occipital Mid R.4
Angular R.2,Precuneus R.4
Angular R.2,Parietal Sup R.6
Angular R.2,Cingulum Mid R.7
Angular R.2,Angular R.5
Angular R.2,Precuneus R.7
Angular R.2,Precuneus R.8
Precentral L.12,Precentral L.8
Precentral L.12,Precentral R.13
Calcarine L.1,Calcarine R.1
Calcarine L.1,Lingual R.1
Calcarine L.1,Calcarine R.2
Calcarine L.1,Lingual R.6
Calcarine L.1,Calcarine R.6
Occipital Mid L.4,Temporal Mid L.5
Occipital Mid L.4,Occipital Mid L.9
Occipital Mid L.4,Temporal Mid R.3
Occipital Mid L.4,Temporal Mid R.6
Occipital Mid L.4,Temporal Mid R.11
Occipital Mid L.4,Temporal Mid R.13
Occipital Mid L.9,Temporal Mid L.5
Occipital Mid L.9,Temporal Mid R.3
Calcarine R.1,Lingual R.1
Calcarine R.1,Calcarine R.2
Calcarine R.1,Lingual R.6
Calcarine R.1,Calcarine R.6
Lingual R.1,Calcarine L.4
Lingual R.1,Lingual R.6
Lingual R.1,Calcarine R.6
Lingual R.6,Calcarine R.2
Lingual R.6,Fusiform R.9
Lingual R.6,Calcarine R.6
Fusiform R.9,Fusiform L.4
Fusiform R.9,Calcarine R.2
Fusiform R.9,Temporal Inf R.7
Fusiform R.9,Fusiform R.7
Postcentral L.7,SupraMarginal R.3
SupraMarginal R.2,Parietal Inf R.2
SupraMarginal R.2,Parietal Inf R.5
SupraMarginal R.2,SupraMarginal R.5
SupraMarginal R.2,SupraMarginal R.6
Parietal Inf R.5,Parietal Inf R.2
Parietal Inf R.5,Parietal Sup R.5
Parietal Inf R.5,Precentral R.4
Parietal Inf R.5,Parietal Sup R.6
Parietal Inf R.5,SupraMarginal R.5
Parietal Inf R.5,SupraMarginal R.6
SupraMarginal R.6,Parietal Inf R.2
SupraMarginal R.6,SupraMarginal R.3
SupraMarginal R.6,SupraMarginal R.4
SupraMarginal R.6,SupraMarginal R.5
Temporal Inf L.5,Temporal Mid L.6
Temporal Inf L.5,Temporal Inf L.10
Temporal Inf L.5,Temporal Inf R.4
Temporal Inf L.7,Temporal Mid L.6
Temporal Inf L.7,Temporal Inf L.10
Temporal Inf L.7,Temporal Inf R.5
Temporal Inf L.7,Temporal Inf R.6
Temporal Mid L.6,Temporal Inf L.10
Temporal Mid L.6,Temporal Inf R.4
Temporal Mid L.6,Temporal Mid R.7
Temporal Mid L.6,Temporal Inf R.8
Temporal Mid L.6,Temporal Inf R.9
Temporal Mid L.6,Temporal Mid R.12
Temporal Inf L.12,Temporal Inf L.9
Temporal Inf L.12,Fusiform L.4
Temporal Inf L.12,Temporal Inf R.1
Temporal Inf L.12,Temporal Inf R.7
Temporal Inf L.12,Fusiform R.7
Temporal Inf L.12,Temporal Inf R.11
Temporal Inf R.1,Temporal Mid R.1
Temporal Inf R.1,Temporal Inf R.3
Temporal Inf R.1,Temporal Inf R.4
Temporal Inf R.1,Temporal Inf R.5
Temporal Inf R.1,Temporal Inf R.6
Temporal Inf R.1,Temporal Inf R.7
Temporal Inf R.1,Temporal Mid R.7
Temporal Inf R.1,Temporal Inf R.8
Temporal Inf R.1,Temporal Inf R.9
Temporal Inf R.1,Temporal Inf R.10
Temporal Inf R.1,Temporal Inf R.11
Rectus L.1,Rectus L.2
Rectus L.1,Rectus R.1
Rectus L.2,Frontal Inf Orb L.2
Rectus L.2,Frontal Inf Orb L.4
Rectus R.1,Frontal Inf Orb R.4
Rectus R.1,Frontal Med Orb R.1
Rectus R.1,Frontal Mid Orb R.3
Rectus R.1,Frontal Sup Orb R.3
Cingulum Ant R.2,Cingulum Mid R.2
Thalamus L.1,Thalamus L.2
Thalamus L.1,Hippocampus L.2
Thalamus L.1,Thalamus R.1
Thalamus L.2,Hippocampus L.2
Thalamus L.2,Thalamus L.3
Thalamus L.2,Thalamus R.1
Thalamus L.2,Thalamus R.2
ParaHippocampal R.3,Temporal Pole Sup R.1
ParaHippocampal R.3,Temporal Pole Mid R.2
ParaHippocampal R.3,Fusiform R.3
ParaHippocampal R.3,Thalamus R.2
ParaHippocampal R.3,Hippocampus R.1
ParaHippocampal R.3,Hippocampus R.2
ParaHippocampal R.3,Temporal Pole Mid R.5
Precuneus L.4,Precuneus R.4
Precuneus L.4,Precuneus R.7
Parietal Sup R.4,Parietal Sup R.5
Parietal Sup R.4,Precuneus R.3
Parietal Sup R.4,Paracentral Lobule R.1
Parietal Sup R.6,Frontal Inf Oper R.1
Parietal Sup R.6,Parietal Sup R.5
Parietal Sup R.6,Precentral R.14
Cuneus L.1,Cingulum Post L.1
Cuneus L.1,Calcarine L.4
Cuneus L.1,Occipital Sup L.7
Cuneus L.1,Precuneus R.2
Cuneus L.1,Occipital Mid R.4
Cuneus L.1,Precuneus R.6
Cuneus L.1,Precuneus R.8
Cingulum Post L.1,Precuneus R.2
Cingulum Post L.1,Precuneus R.8
Calcarine L.4,Occipital Sup L.7
Calcarine L.4,Precuneus R.2
Calcarine L.4,Precuneus R.6
Calcarine L.4,Temporal Mid R.13
Calcarine L.4,Calcarine R.6
Calcarine L.4,Precuneus R.8
Occipital Sup L.7,Precuneus R.6
Occipital Sup L.7,Precuneus R.8
Precuneus R.2,Precuneus R.6
Precuneus R.2,Precuneus R.8
Occipital Mid R.4,Precuneus R.4
Occipital Mid R.4,Occipital Mid R.5
Occipital Mid R.4,Occipital Mid R.6
Occipital Mid R.4,Precuneus R.6
Occipital Mid R.4,Angular R.5
Occipital Mid R.4,Precuneus R.8
Precuneus R.6,Occipital Mid R.5
Precuneus R.6,Occipital Mid R.6
Precuneus R.6,Temporal Mid R.13
Precuneus R.6,Precuneus R.8
Precuneus R.8,Cingulum Mid R.7
Precuneus R.8,Angular R.5
Precuneus R.8,Precuneus R.7
Calcarine R.2,Calcarine R.6
Temporal Inf R.4,Temporal Inf R.5
Temporal Inf R.4,Temporal Inf R.6
Temporal Inf R.4,Temporal Mid R.7
Temporal Inf R.4,Temporal Inf R.8
Temporal Inf R.4,Temporal Inf R.9
Temporal Inf R.4,Temporal Mid R.12
Temporal Mid R.4,Temporal Mid R.1
Temporal Mid R.4,Temporal Sup R.3
Temporal Mid R.4,Temporal Sup R.4
Temporal Mid R.4,Temporal Mid R.7
Temporal Mid R.4,Temporal Mid R.10
Temporal Mid R.4,Temporal Mid R.15
Temporal Mid R.7,Temporal Sup R.3
Temporal Mid R.7,Temporal Inf R.5
Temporal Mid R.7,Temporal Inf R.6
Temporal Mid R.7,Temporal Inf R.8
Temporal Mid R.7,Temporal Inf R.9
Temporal Mid R.7,Temporal Mid R.12
Temporal Mid R.7,Temporal Mid R.14
Temporal Mid R.7,Temporal Mid R.15
Occipital Mid R.3,Occipital Mid R.5
Occipital Mid R.3,Occipital Mid R.6
Occipital Mid R.5,Occipital Mid R.6
Occipital Mid R.5,Temporal Mid R.13
Postcentral R.4,Rolandic Oper R.1
Postcentral R.4,SupraMarginal R.3
Postcentral R.4,Postcentral R.8
Postcentral R.4,Precentral R.6
Postcentral R.4,Precentral R.10
Precentral R.10,Rolandic Oper R.1
Precentral R.10,SupraMarginal R.3
Precentral R.10,Rolandic Oper R.3
Precentral R.10,Postcentral R.8
Precentral R.10,Precentral R.6
Precentral R.10,Rolandic Oper R.4
Precentral R.10,Frontal Inf Oper R.3
Insula R.2,Insula R.1
Insula R.2,Frontal Inf Orb R.2
Insula R.2,Heschl R.1
Insula R.2,Rolandic Oper R.2
Insula R.2,Temporal Sup R.5
Insula R.2,Rolandic Oper R.3
Insula R.2,Temporal Sup R.7
Insula R.2,Temporal Pole Sup R.3
Insula R.2,Temporal Sup R.8
Insula R.2,Rolandic Oper R.4
Insula R.2,Insula R.5
Insula R.2,Insula R.7
Thalamus R.1,Thalamus R.2
Frontal Inf Orb L.2,Frontal Inf Orb L.4
Frontal Inf Orb L.4,Frontal Inf Orb R.4
Precentral L.8,Cingulum Mid L.3
Precentral R.4,Precentral R.6
Precentral R.4,Precentral R.8
Precentral R.4,Precentral R.9
Precentral R.4,Precentral R.11
Precentral R.4,Precentral R.13
Paracentral Lobule R.1,Precuneus L.3
Paracentral Lobule R.1,Paracentral Lobule L.3
Paracentral Lobule R.1,Precuneus R.3
Paracentral Lobule R.1,Frontal Sup R.9
Temporal Mid L.5,Temporal Mid R.6
Temporal Mid R.3,Temporal Mid R.6
Temporal Mid R.3,Temporal Mid R.11
Temporal Mid R.3,Temporal Inf R.10
Temporal Mid R.3,Temporal Mid R.13
Temporal Mid R.6,Temporal Mid R.11
Temporal Mid R.6,Temporal Inf R.10
Temporal Mid R.6,Temporal Mid R.13
Temporal Mid R.11,Temporal Mid R.5
Temporal Mid R.11,Temporal Mid R.8
Temporal Mid R.11,Temporal Sup R.9
Temporal Mid R.11,Temporal Mid R.13
Temporal Mid R.13,Temporal Mid R.5
Temporal Mid R.13,Temporal Mid R.8
Temporal Mid R.13,Occipital Mid R.6
Temporal Inf L.9,Temporal Inf R.7
Temporal Inf R.3,Temporal Inf R.5
Temporal Inf R.3,Temporal Inf R.6
Temporal Inf R.3,Temporal Inf R.7
Temporal Inf R.3,Temporal Inf R.11
Temporal Inf R.5,Fusiform R.6
Temporal Inf R.5,Temporal Inf R.6
Temporal Inf R.5,Temporal Inf R.7
Temporal Inf R.5,Temporal Inf R.8
Temporal Inf R.11,Fusiform L.4
Temporal Inf R.11,Temporal Inf R.7
Temporal Inf R.11,Fusiform R.7
Temporal Inf R.11,Temporal Inf R.10
Thalamus L.3,Thalamus R.3
Thalamus R.2,Temporal Pole Mid R.2
Thalamus R.2,Putamen R.2
Thalamus R.2,Fusiform R.3
Thalamus R.2,Hippocampus R.1
Thalamus R.2,Hippocampus R.2
Thalamus R.2,ParaHippocampal R.2
Thalamus R.2,Thalamus R.3
Frontal Mid L.5,Frontal Sup L.10
Frontal Mid L.5,Frontal Mid L.15
Frontal Mid L.5,Frontal Mid R.5
Frontal Mid L.5,Frontal Mid R.6
Frontal Mid L.5,Frontal Mid R.11
Frontal Mid L.5,Frontal Mid R.16
Frontal Sup L.10,Frontal Mid R.5
Frontal Sup L.10,Frontal Sup R.10
Frontal Sup L.10,Frontal Mid R.16
Paracentral Lobule L.3,Cingulum Mid L.3
Paracentral Lobule L.3,Precuneus L.3
Paracentral Lobule L.3,Precuneus R.3
Supp Motor Area R.2,Frontal Sup R.1
Frontal Sup R.9,Precentral R.13
Cingulum Mid R.1,Cingulum Mid R.4
Cingulum Mid L.2,Cingulum Mid L.3
Cingulum Mid L.2,Cingulum Mid R.2
Cingulum Mid L.3,Cingulum Mid L.5
Cingulum Mid R.2,Cingulum Mid R.3
SupraMarginal R.3,Rolandic Oper R.1
SupraMarginal R.3,Rolandic Oper R.2
SupraMarginal R.3,Rolandic Oper R.3
SupraMarginal R.3,Postcentral R.8
SupraMarginal R.3,SupraMarginal R.4
SupraMarginal R.3,Rolandic Oper R.4
SupraMarginal R.3,Insula R.5
SupraMarginal R.3,Frontal Inf Oper R.3
Amygdala L.1,Hippocampus R.2
Hippocampus R.2,Temporal Pole Sup R.1
Hippocampus R.2,Temporal Pole Sup R.2
Hippocampus R.2,Temporal Pole Mid R.2
Hippocampus R.2,Insula R.3
Hippocampus R.2,Hippocampus R.1
Hippocampus R.2,ParaHippocampal R.2
Hippocampus R.2,Temporal Pole Mid R.4
Hippocampus R.2,Temporal Pole Mid R.5
Temporal Inf R.6,Fusiform R.6
Temporal Inf R.6,Temporal Inf R.7
Temporal Inf R.6,Temporal Inf R.8
Temporal Inf R.6,Temporal Inf R.9
Temporal Sup R.3,Insula R.1
Temporal Sup R.3,Temporal Pole Mid R.2
Temporal Sup R.3,Heschl R.1
Temporal Sup R.3,Temporal Sup R.4
Temporal Sup R.3,Temporal Sup R.7
Temporal Sup R.3,Temporal Sup R.8
Temporal Sup R.3,Rolandic Oper R.4
Temporal Sup R.3,Temporal Mid R.10
Temporal Sup R.3,Temporal Sup R.11
Temporal Sup R.3,Temporal Mid R.15
Temporal Mid R.15,Temporal Sup R.7
Temporal Mid R.15,Temporal Mid R.10
Temporal Mid R.15,Temporal Mid R.12
Temporal Mid R.15,Temporal Sup R.11
Frontal Mid R.5,Frontal Mid R.2
Frontal Mid R.5,Frontal Mid R.4
Frontal Mid R.5,Frontal Mid R.6
Frontal Mid R.5,Frontal Mid R.7
Frontal Mid R.5,Frontal Sup R.6
Frontal Mid R.5,Frontal Mid R.11
Frontal Mid R.5,Frontal Mid R.14
Frontal Mid R.5,Frontal Sup R.10
Frontal Mid R.5,Frontal Mid R.16
Frontal Mid R.5,Frontal Mid R.17
Frontal Mid R.5,Frontal Mid R.18
Frontal Mid R.5,Frontal Mid R.19
Frontal Mid R.6,Frontal Mid R.2
Frontal Mid R.6,Frontal Mid R.4
Frontal Mid R.6,Frontal Mid R.7
Frontal Mid R.6,Frontal Mid Orb R.2
Frontal Mid R.6,Frontal Mid R.11
Frontal Mid R.6,Frontal Mid R.14
Frontal Mid R.6,Frontal Mid R.16
Frontal Mid R.6,Frontal Mid R.17
Frontal Mid R.6,Frontal Inf Tri R.4
Frontal Mid R.6,Frontal Mid R.18
Frontal Mid R.6,Frontal Mid R.19
Frontal Mid R.6,Frontal Inf Tri R.5
Frontal Mid R.11,Frontal Mid R.2
Frontal Mid R.11,Frontal Mid R.4
Frontal Mid R.11,Frontal Mid R.7
Frontal Mid R.11,Frontal Sup R.6
Frontal Mid R.11,Frontal Mid R.9
Frontal Mid R.11,Frontal Mid R.13
Frontal Mid R.11,Frontal Mid R.14
Frontal Mid R.11,Frontal Sup R.10
Frontal Mid R.11,Frontal Mid R.16
Frontal Mid R.11,Frontal Mid R.17
Frontal Mid R.16,Frontal Mid R.2
Frontal Mid R.16,Frontal Mid R.4
Frontal Mid R.16,Frontal Mid R.7
Frontal Mid R.16,Frontal Sup R.6
Frontal Mid R.16,Frontal Mid R.9
Frontal Mid R.16,Frontal Mid R.14
Frontal Mid R.16,Frontal Sup R.10
Frontal Mid R.16,Frontal Mid R.17
Frontal Mid Orb L.1,Frontal Med Orb L.1
Frontal Mid Orb L.1,Frontal Sup Orb L.2
Frontal Mid Orb L.1,Frontal Sup Orb L.3
Frontal Mid Orb L.1,Frontal Mid Orb L.3
Frontal Mid Orb L.1,Frontal Mid Orb R.2
Frontal Mid Orb L.1,Frontal Med Orb R.2
Frontal Inf Orb R.4,Frontal Inf Orb R.3
Frontal Inf Orb R.4,Temporal Pole Mid R.3
Frontal Inf Orb R.4,Frontal Mid Orb R.3
Frontal Inf Orb R.4,Frontal Sup Orb R.3
Cingulum Mid L.5,Precuneus L.3
Cingulum Mid L.5,Cingulum Mid L.6
Cingulum Mid L.5,Cingulum Mid L.7
Frontal Mid R.7,Frontal Mid R.2
Frontal Mid R.7,Frontal Mid R.9
Frontal Mid R.7,Frontal Mid R.17
Frontal Mid R.7,Frontal Mid R.18
Frontal Mid R.7,Frontal Mid R.19
Fusiform L.4,Fusiform R.7
Rolandic Oper R.3,Insula R.1
Rolandic Oper R.3,Frontal Inf Orb R.2
Rolandic Oper R.3,Heschl R.1
Rolandic Oper R.3,Rolandic Oper R.1
Rolandic Oper R.3,Rolandic Oper R.2
Rolandic Oper R.3,Frontal Inf Tri R.2
Rolandic Oper R.3,Temporal Sup R.5
Rolandic Oper R.3,Postcentral R.8
Rolandic Oper R.3,Insula R.4
Rolandic Oper R.3,Frontal Inf Tri R.3
Rolandic Oper R.3,Temporal Sup R.8
Rolandic Oper R.3,Rolandic Oper R.4
Rolandic Oper R.3,Insula R.5
Rolandic Oper R.3,Frontal Inf Oper R.3
Rolandic Oper R.3,Insula R.6
Rolandic Oper R.3,Insula R.7
Precuneus L.3,Cingulum Mid L.6
Precuneus L.3,Cingulum Mid L.7
Precuneus L.3,Precuneus R.3
Precuneus L.3,Cingulum Mid R.6
Precuneus L.3,Cingulum Mid R.7
Precuneus L.3,Precuneus R.7
Cingulum Mid L.6,Cingulum Mid L.7
Cingulum Mid L.6,Precuneus R.3
Cingulum Mid L.6,Cingulum Mid R.6
Cingulum Mid L.6,Cingulum Mid R.7
Cingulum Mid L.7,Cingulum Mid R.7
Cingulum Mid L.7,Precuneus R.7
Precuneus R.3,Cingulum Mid R.6
Cingulum Mid R.6,Cingulum Mid R.5
Cingulum Mid R.6,Cingulum Mid R.7
Cingulum Mid R.7,Precuneus R.7
Precuneus R.7,Precuneus R.4
Precuneus R.7,Angular R.5
Frontal Sup Orb L.2,Frontal Med Orb L.1
Frontal Sup Orb L.2,Frontal Sup Orb L.1
Frontal Sup Orb L.2,Frontal Sup Orb L.3
Frontal Sup Orb L.2,Frontal Mid Orb L.3
Frontal Sup Orb L.2,Frontal Med Orb R.2
Frontal Sup Orb L.2,Frontal Sup Orb R.2
Frontal Mid Orb L.3,Frontal Mid Orb R.4
Frontal Mid Orb R.2,Frontal Med Orb R.2
Frontal Mid Orb R.2,Frontal Sup Orb R.2
Frontal Mid Orb R.2,Frontal Med Orb R.3
Frontal Mid Orb R.2,Frontal Mid Orb R.4
Frontal Mid Orb R.2,Frontal Mid R.19
Frontal Med Orb R.2,Cingulum Ant L.4
Frontal Med Orb R.2,Frontal Med Orb L.1
Frontal Med Orb R.2,Frontal Sup Orb L.1
Frontal Med Orb R.2,Frontal Sup Orb L.3
Frontal Med Orb R.2,Frontal Med Orb R.1
Frontal Med Orb R.2,Frontal Sup Orb R.1
Frontal Med Orb R.2,Frontal Sup Orb R.2
Frontal Med Orb R.2,Frontal Med Orb R.3
Postcentral R.8,Rolandic Oper R.1
Postcentral R.8,Rolandic Oper R.2
Postcentral R.8,Temporal Sup R.5
Postcentral R.8,Temporal Sup R.7
Postcentral R.8,Temporal Sup R.8
Postcentral R.8,Rolandic Oper R.4
